idFrame,name,Count
278,Pessoas,36
252,Alimentos_e_bebidas,24
183,Vias,17
58,Auto_movimento,16
147,Expressão_facial,16
157,Prédios,14
171,Locais_naturais,14
524,Pessoas_por_vocação,12
1375,Partes_do_corpo,12
60,Percepção_ativa,11
238,Ingestão,11
3,Movimento,9
390,Artefato,8
398,Veículo,8
1184,Animais,8
30,Gesto,7
49,Causar_movimento,7
169,Subpartes_de_prédios,7
179,Relação_locativa,7
272,Texto,7
337,Negócios,7
956,Causar_perceber,6
206,Unidade_calêndrica,5
535,Origem,5
611,Substâncias,5
1253,Serviços_em_alimentação,5
1292,Meios_de_transporte,5
11,Movimento_corporal,4
72,Recipientes,4
176,Locais_por_uso,4
178,Agir_intencionalmente,4
216,Transportar,4
621,Ingredientes,4
757,Criar_representação,4
13,Postura,3
96,Localização_de_luz,3
175,Locais_políticos,3
275,Rito,3
356,Ingerir_substância,3
507,Pessoas_por_religião,3
623,Alcance,3
756,Obras_de_arte_físicas,3
846,Local_animado,3
1140,Nível_de_luz,3
1414,Móveis,3
1423,Serviço_em_alimentação,3
1427,Eletroeletrônicos,3
51,Partir,2
63,Fazer_barulho,2
172,Local,2
196,Números_cardinais,2
233,Acompanhamento,2
243,Criação_culinária,2
374,Artes_performáticas,2
379,Pegar,2
490,Peça_arquitetônica,2
505,Fazedores_de_barulho,2
571,Alvo,2
610,Atravessar,2
748,Deslocamento_intencional,2
825,Tornar-se_separado,2
1190,Proximidade_não_graduável,2
1231,Transporte,2
1404,Sofrer_transformação,2
12,Manipulação,1
19,Diferenciar,1
40,Emoção_direcionada,1
42,Emoção_com_foco_no_experienciador,1
57,Remover,1
70,Posição_distribuída,1
74,Frequência,1
93,Relações_pessoais,1
114,Evento_social,1
123,Vestuário,1
131,Parte_orientacional,1
146,Trajar,1
148,Atividade_em_andamento,1
237,Abundante_em,1
254,Ler,1
258,Fazer_fogo,1
276,Entidade_física,1
299,Parte_interior_exterior,1
392,Cor,1
440,Mover-se_no_lugar,1
457,Mudar_postura,1
462,Fazer_cara,1
479,Conversar,1
486,Atributos_mensuráveis,1
491,Idade,1
492,Pessoas_por_idade,1
504,Estética,1
517,Temperatura,1
542,Distinção,1
599,Inspecionar,1
617,Entregar,1
618,Campos,1
722,Escassez,1
837,Trabalhar,1
840,Colocação_temporal,1
860,Quantidade_proporcional,1
884,Grau,1
885,Mídia,1
957,Representação,1
996,Impressão,1
1009,Degustar,1
1029,Subpartes_de_artefato,1
1187,Plantas,1
1306,Reações_da_torcida,1
1440,Pessoas_por_modo_de_transporte,1
1440,Pessoas_por_modo_de_transporte,1
